D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_372.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_372.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_372.jpg,0,1,0,18.59086
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_442.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_442.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_442.jpg,-0.1,1,0,19.19959
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_512.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_512.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_512.jpg,-0.3,1,0,19.97827
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_581.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_581.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_581.jpg,0,1,0,20.57761
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_650.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_650.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_650.jpg,0,1,0,21.38101
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_721.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_721.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_721.jpg,0,1,0,21.97294
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_791.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_791.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_791.jpg,0,1,0,22.76485
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_862.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_862.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_862.jpg,0,1,0,23.35528
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_07_933.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_07_933.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_07_933.jpg,-0.2,1,0,24.11722
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_004.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_004.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_004.jpg,-0.4,1,0,24.81084
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_074.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_074.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_074.jpg,-0.5500001,1,0,25.27712
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_148.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_148.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_148.jpg,-0.7500002,1,0,25.82376
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_221.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_221.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_221.jpg,0,1,0,26.33203
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_289.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_289.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_289.jpg,0,1,0,27.06133
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_362.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_362.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_362.jpg,0,1,0,27.62042
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_434.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_434.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_434.jpg,-0.05,1,0,28.36349
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_507.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_507.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_507.jpg,-0.25,1,0,29.07869
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_575.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_575.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_575.jpg,0,1,0,29.58387
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_642.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_642.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_642.jpg,0,1,0,30.12774
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_714.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_714.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_714.jpg,0,1,0,30.19014
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_787.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_787.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_787.jpg,0,1,0,30.19023
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_860.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_860.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_860.jpg,0,1,0,30.19026
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_927.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_927.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_927.jpg,-0.1,1,0,30.18802
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_08_999.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_08_999.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_08_999.jpg,-0.25,1,0,30.17476
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_070.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_070.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_070.jpg,0,1,0,30.19007
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_143.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_143.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_143.jpg,0,1,0,30.18991
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_213.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_213.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_213.jpg,0,1,0,30.18992
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_285.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_285.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_285.jpg,0,1,0,30.19026
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_356.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_356.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_356.jpg,0,1,0,30.19031
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_429.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_429.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_429.jpg,-0.2,1,0,30.18041
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_497.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_497.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_497.jpg,-0.35,1,0,30.16393
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_564.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_564.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_564.jpg,-0.5500001,1,0,30.13951
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_632.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_632.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_632.jpg,-0.7,1,0,30.12124
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_701.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_701.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_701.jpg,0,1,0,30.16403
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_771.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_771.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_771.jpg,0,1,0,30.18215
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_846.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_846.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_846.jpg,0,1,0,30.18896
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_921.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_921.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_921.jpg,-0.15,1,0,30.18892
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_09_998.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_09_998.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_09_998.jpg,0,1,0,30.1895
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_069.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_069.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_069.jpg,0,1,0,30.19027
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_135.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_135.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_135.jpg,0,1,0,30.1903
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_205.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_205.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_205.jpg,0,1,0,30.19027
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_274.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_274.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_274.jpg,0,1,0,30.19033
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_344.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_344.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_344.jpg,0.2,1,0,30.17969
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_412.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_412.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_412.jpg,0.35,1,0,30.1634
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_479.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_479.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_479.jpg,0,1,0,30.18797
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_554.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_554.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_554.jpg,0,1,0,30.18998
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_627.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_627.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_627.jpg,0,1,0,30.19025
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_699.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_699.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_699.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_772.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_772.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_772.jpg,-0.15,1,0,30.18361
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_845.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_845.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_845.jpg,0,1,0,30.18423
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_920.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_920.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_920.jpg,0,1,0,30.18991
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_10_988.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_10_988.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_10_988.jpg,0,1,0,30.19016
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_056.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_056.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_056.jpg,0,1,0,30.19027
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_132.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_132.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_132.jpg,0,1,0,30.19032
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_199.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_199.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_199.jpg,0,1,0,30.19025
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_273.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_273.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_273.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_345.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_345.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_345.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_415.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_415.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_415.jpg,0,1,0,30.19031
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_489.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_489.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_489.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_562.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_562.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_562.jpg,-0.05,1,0,30.18971
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_638.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_638.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_638.jpg,-0.25,1,0,30.17475
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_706.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_706.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_706.jpg,0,1,0,30.19012
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_773.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_773.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_773.jpg,0,1,0,30.1895
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_841.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_841.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_841.jpg,0,1,0,30.19007
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_913.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_913.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_913.jpg,0,1,0,30.19023
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_11_982.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_11_982.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_11_982.jpg,0,1,0,30.19028
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_049.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_049.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_049.jpg,-0.15,1,0,30.18481
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_118.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_118.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_118.jpg,-0.3,1,0,30.16986
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_188.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_188.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_188.jpg,-0.5000001,1,0,30.14577
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_261.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_261.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_261.jpg,-0.6500001,1,0,30.12734
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_329.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_329.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_329.jpg,0,1,0,30.18384
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_397.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_397.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_397.jpg,0,1,0,30.18852
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_469.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_469.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_469.jpg,-0.05,1,0,30.19028
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_538.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_538.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_538.jpg,-0.2,1,0,30.18358
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_610.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_610.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_610.jpg,0,1,0,30.18959
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_683.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_683.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_683.jpg,0,1,0,30.1902
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_754.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_754.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_754.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_830.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_830.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_830.jpg,0,1,0,30.1903
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_900.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_900.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_900.jpg,0,1,0,30.19032
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_12_972.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_12_972.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_12_972.jpg,0,1,0,30.1903
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_13_043.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_13_043.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_13_043.jpg,0,1,0,30.1903
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_13_113.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_13_113.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_13_113.jpg,0,1,0,30.19029
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_13_182.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_13_182.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_13_182.jpg,0,1,0,30.1903
D:\DATA_SELF_DRIVING\IMG\center_2023_03_01_09_50_13_249.jpg,D:\DATA_SELF_DRIVING\IMG\left_2023_03_01_09_50_13_249.jpg,D:\DATA_SELF_DRIVING\IMG\right_2023_03_01_09_50_13_249.jpg,-0.1,1,0,30.18765
